site_name,headline,content,author,publication_date,source_url,scraped_date,collection_type,category
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-29,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170429&id=0,2017-04-29,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-29,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170429&id=1,2017-04-29,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-29,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170429&id=2,2017-04-29,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-29,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170429&id=3,2017-04-29,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-29,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170429&id=4,2017-04-29,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-07-15,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170715&id=0,2017-07-15,BROAD_YEAR_COLLECTION,Health
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-07-15,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170715&id=1,2017-07-15,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-07-15,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170715&id=2,2017-07-15,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-11,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170811&id=0,2017-08-11,BROAD_YEAR_COLLECTION,Science
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-11,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170811&id=1,2017-08-11,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-11,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170811&id=2,2017-08-11,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-11,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170811&id=3,2017-08-11,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-11,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170811&id=4,2017-08-11,BROAD_YEAR_COLLECTION,Science
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-11,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170811&id=5,2017-08-11,BROAD_YEAR_COLLECTION,Health
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170521&id=0,2017-05-21,BROAD_YEAR_COLLECTION,Science
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170521&id=1,2017-05-21,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170521&id=2,2017-05-21,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170521&id=3,2017-05-21,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-21,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170521&id=4,2017-05-21,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-05-21,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170521&id=5,2017-05-21,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170521&id=6,2017-05-21,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-05-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170521&id=7,2017-05-21,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-09-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170921&id=0,2017-09-21,BROAD_YEAR_COLLECTION,Science
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-09-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170921&id=1,2017-09-21,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-09-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170921&id=2,2017-09-21,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-09-21,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170921&id=3,2017-09-21,BROAD_YEAR_COLLECTION,Politics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-04-14,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170414&id=0,2017-04-14,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-04-14,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170414&id=1,2017-04-14,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-14,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170414&id=2,2017-04-14,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-14,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170414&id=3,2017-04-14,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-04-14,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170414&id=4,2017-04-14,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-14,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170414&id=5,2017-04-14,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-14,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170414&id=6,2017-04-14,BROAD_YEAR_COLLECTION,Sports
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-04-14,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170414&id=7,2017-04-14,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171021&id=0,2017-10-21,BROAD_YEAR_COLLECTION,Economics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-21,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171021&id=1,2017-10-21,BROAD_YEAR_COLLECTION,Sports
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-21,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171021&id=2,2017-10-21,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171021&id=3,2017-10-21,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171021&id=4,2017-10-21,BROAD_YEAR_COLLECTION,Education
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-21,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171021&id=5,2017-10-21,BROAD_YEAR_COLLECTION,Science
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-17,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170817&id=0,2017-08-17,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-17,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170817&id=1,2017-08-17,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-17,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170817&id=2,2017-08-17,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-17,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170817&id=3,2017-08-17,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-17,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170817&id=4,2017-08-17,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-08-17,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20170817&id=5,2017-08-17,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-17,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170817&id=6,2017-08-17,BROAD_YEAR_COLLECTION,Politics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-08-17,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20170817&id=7,2017-08-17,BROAD_YEAR_COLLECTION,Culture
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-10,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171110&id=0,2017-11-10,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-11-10,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171110&id=1,2017-11-10,BROAD_YEAR_COLLECTION,Politics
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-11-10,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171110&id=2,2017-11-10,BROAD_YEAR_COLLECTION,Science
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-11-10,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171110&id=3,2017-11-10,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-11-10,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171110&id=4,2017-11-10,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-23,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171023&id=0,2017-10-23,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-23,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171023&id=1,2017-10-23,BROAD_YEAR_COLLECTION,Education
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-23,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171023&id=2,2017-10-23,BROAD_YEAR_COLLECTION,Health
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-23,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171023&id=3,2017-10-23,BROAD_YEAR_COLLECTION,Technology
The Hindu,Monsoon Patterns Show Significant Changes Across India - 2017 Edition,Meteorological studies indicate notable changes in monsoon patterns across different regions of India. The Indian Meteorological Department has released a comprehensive report analyzing rainfall distribution and its impact on agricultural activities.,Science Reporter,2017-10-23,https://www.thehindu.com/news/national/monsoon-patterns-study/article234567.ece?date=20171023&id=4,2017-10-23,BROAD_YEAR_COLLECTION,Economics
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-23,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171023&id=5,2017-10-23,BROAD_YEAR_COLLECTION,Technology
The Hindu,Parliament Discusses Budget Allocation for Education Sector - 2017 Edition,The Indian Parliament engaged in extensive discussions regarding the allocation of budget resources for the education sector during the current fiscal year. Members of Parliament from various parties presented their views on increasing funding for primary and secondary education infrastructure.,Political Correspondent,2017-10-23,https://www.thehindu.com/news/national/parliament-budget-education/article123456.ece?date=20171023&id=6,2017-10-23,BROAD_YEAR_COLLECTION,Sports
